-93,-91,5
-93,-91,5
-93,-91,5
-93,-91,5
-93,-91,5
-93,-79,5
-93,-79,5
-93,-79,5
-93,-79,5
-93,-79,5
-93,-79,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-79,5
-93,-79,5
-93,-79,5
-93,-79,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-87,5
-93,-87,5
-93,-87,5
-93,-90,5
-93,-90,5
-93,-90,5
-93,-89,5
-93,-89,5
-93,-89,5
-93,-89,5
-93,-89,5
-93,-89,5
-93,-89,5
-93,-73,5
-93,-73,5
-93,-73,5
-93,-73,5
-93,-73,5
-93,-73,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-76,5
-93,-76,5
-93,-76,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-90,5
-93,-90,5
-93,-90,5
-93,-87,5
-93,-87,5
-93,-87,5
-93,-87,5
-93,-88,5
-93,-88,5
-93,-88,5
-93,-88,5
-93,-90,5
-93,-90,5
-93,-90,5
-93,-73,5
-93,-73,5
-93,-73,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-88,5
-93,-88,5
-93,-88,5
-93,-88,5
-93,-90,5
-93,-90,5
-93,-90,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-89,5
-93,-89,5
-93,-89,5
-93,-91,5
-93,-91,5
-93,-91,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-76,5
-93,-76,5
-93,-76,5
-93,-87,5
-93,-87,5
-93,-87,5
-93,-87,5
-93,-90,5
-93,-90,5
-93,-90,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-82,5
-93,-82,5
-93,-82,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-88,5
-93,-88,5
-93,-88,5
-93,-89,5
-93,-89,5
-93,-89,5
-93,-88,5
-93,-88,5
-93,-88,5
-93,-88,5
-93,-89,5
-93,-89,5
-93,-89,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-73,5
-93,-73,5
-93,-73,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-89,5
-93,-89,5
-93,-89,5
-93,-89,5
-93,-91,5
-93,-91,5
-93,-91,5
-93,-91,5
-93,-90,5
-93,-90,5
-93,-90,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-77,5
-93,-78,5
-93,-78,5
-93,-78,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-79,5
-93,-79,5
-93,-79,5
-93,-79,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-81,5
-93,-81,5
-93,-81,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-80,5
-93,-88,5
-93,-88,5
-93,-88,5
-93,-77,5
-93,-77,5
-93,-77,5
